name	lsid	uses	sources	family	page
Sphaeropteris glauca (Blume) R.M.Tryon	17531700-1	EU HF MA ME SU	[4, 5]		675
Sphaeropteris lunulata (G.Forst.) R.M.Tryon	17532020-1	HF			675
Sphaeropteris magna (Copel.) R.M.Tryon	17532030-1	AF EU HF MA	[5]		675
Sphaeropteris medullaris (G.Forst.) Bernh.	17223270-1	ME	[4]		675
Sphaeropteris moluccana (R.Br. ex Desv.) R.M.Tryon	17532060-1	HF ME	[4]		675
Sphaeropteris pilulifera (Copel.) R.M.Tryon	17532150-1	HF MA	[5]		675
Sphaeropteris werneri (Rosenst.) R.M.Tryon	17532400-1	HF	[5]		675
Equisetum arvense L.	300073-2	HF MA ME PO	[1, 2, 3, 4, 7]	Equisetaceae	675
Equisetum bogotense Kunth	329489-2	ME	[4]	Equisetaceae	675
Equisetum braunii Milde	77178330-1	ME	[4]	Equisetaceae	675
Equisetum diffusum D.Don	77045800-1	ME	[4]	Equisetaceae	675
Equisetum fluviatile L.	30041462-2	ME	[4]	Equisetaceae	675
Equisetum giganteum L.	320302-2	ME	[3, 4]	Equisetaceae	675
Equisetum hyemale L.	92939-2	EU MA ME	[1, 2, 3, 4, 7, 9]	Equisetaceae	675
Equisetum laevigatum A.Braun & Engelm.	92968-2	ME	[3, 4]	Equisetaceae	675
Equisetum myriochaetum Schltdl. & Cham.	77060052-1	ME	[4]	Equisetaceae	675
Equisetum palustre L.	30039890-2	ME PO	[3, 4]	Equisetaceae	675
Equisetum pratense Ehrh.	60437142-2	ME	[4]	Equisetaceae	675
Equisetum ramosissimum Desf.	93010-2	AF EU HF MA ME PO SU	[1, 3, 4, 5, 8, 11]	Equisetaceae	675
Equisetum sylvaticum L.	303325-2	MA ME	[1, 4]	Equisetaceae	675
Equisetum telmateia Ehrh.	20007435-1	ME	[3, 4]	Equisetaceae	675
Dipteris conjugata Reinw.	17089530-1	EU HF ME	[4, 5, 7]	Dipteridaceae	675
Dicranopteris curranii Copel.	17387890-1	MA		Gleicheniaceae	675
Dicranopteris flexuosa (Schrad.) Underw.	79839-2	ME	[4]	Gleicheniaceae	675
Dicranopteris linearis (Burm.f.) Underw.	17245530-1	EU HF MA ME SU	[4, 5, 7, 8, 11]	Gleicheniaceae	675
Dicranopteris pedata (Houtt.) Nakaike	17434920-1	EU MA SU	[5]	Gleicheniaceae	675
Dicranopteris taiwanensis Ching & Chiu	17388250-1	ME	[4]	Gleicheniaceae	675
Diplopterygium longissimum (Blume) Nakai	17389320-1	MA ME	[4]	Gleicheniaceae	675
Gleichenella pectinata (Willd.) Ching	110733-2	ME	[4]	Gleicheniaceae	675
Gleichenia dicarpa R.Br.	17106940-1	MA ME	[4, 5]	Gleicheniaceae	675
Gleichenia vulcanica Blume	17108040-1	EU MA	[5]	Gleicheniaceae	675
Sticherus brassii (C.Chr.) Copel.	17419110-1	EU MA	[5]	Gleicheniaceae	675
Sticherus erectus (C.Chr.) Copel.	17419220-1	MA SU	[5]	Gleicheniaceae	675
Sticherus flabellatus (R.Br.) H.St.John	17419240-1	PO		Gleicheniaceae	675
Sticherus hirtus (Blume) Ching	17419350-1	ME SU	[4, 5]	Gleicheniaceae	675
Sticherus milnei (Baker) Ching	17419560-1	MA SU	[5]	Gleicheniaceae	675
Hymenophyllum ooides F.Muell. & Baker	17124310-1	ME	[4, 5]	Hymenophyllaceae	675
Hymenophyllum serrulatum (C.Presl) C.Chr.	17125200-1	ME	[4, 5]	Hymenophyllaceae	675
Trichomanes elegans Rich.	17229030-1	ME	[4, 12]	Hymenophyllaceae	675
Trichomanes javanicum Blume	17230100-1	ME	[4, 7]	Hymenophyllaceae	675
Trichomanes pinnatum Hedw.	320804-2	ME	[4, 12]	Hymenophyllaceae	675
Angiopteris evecta (G.Forst.) Hoffm.	17021890-1	HF MA ME SU	[4, 5, 7]	Marattiaceae	676
Angiopteris pruinosa Kunze	17022160-1	ME	[4]	Marattiaceae	676
Ptisana costulisora (Alston) Murdock	77091912-1	ME	[4, 5]	Marattiaceae	676
Ptisana fraxinea (Sm.) Murdock	77091892-1	MA ME	[4, 5]	Marattiaceae	676
Ptisana melanesica (Kuhn) Murdock	77091903-1	HF ME SU	[4, 5]	Marattiaceae	676
Ptisana novoguineensis (Rosenst.) Murdock	77091907-1	ME	[4, 5]	Marattiaceae	676
Ptisana smithii (Mett.) Murdock	77091902-1	ME	[4]	Marattiaceae	676
Botrychium lanuginosum Wall. ex Hook. & Grev.	17291050-1	ME	[4]	Ophioglossaceae	676
Botrychium lunaria (L.) Sw.	30021929-2	ME	[4]	Ophioglossaceae	676
Botrychium multifidum (S.G.Gmel.) Rupr.	1193380-2	ME	[4]	Ophioglossaceae	676
Botrychium ternatum (Thunb.) Sw.	30394895-2	ME	[4]	Ophioglossaceae	676
Botrychium underwoodianum Maxon	35373-2	ME	[4]	Ophioglossaceae	676
Botrychium virginianum (L.) Sw.	1106719-2	ME	[4]	Ophioglossaceae	676
Helminthostachys zeylanica (L.) Hook.	17116690-1	EU HF MA ME	[3, 4, 7]	Ophioglossaceae	676
Ophioglossum costatum R.Br.	17167400-1	ME	[4]	Ophioglossaceae	676
Ophioglossum nudicaule L.f.	17167760-1	ME	[4]	Ophioglossaceae	676
Ophioglossum pendulum L.	17167860-1	ME	[4, 7]	Ophioglossaceae	676
Ophioglossum petiolatum Hook.	17167890-1	ME	[4]	Ophioglossaceae	676
Ophioglossum reticulatum L.	174612-2	AF GS HF MA ME SU	[4, 5, 7, 8, 11]	Ophioglossaceae	676
Ophioglossum thermale Kom.	17286920-1	ME	[4]	Ophioglossaceae	676
Ophioglossum vulgatum L.	304390-2	ME	[3, 4]	Ophioglossaceae	676
Osmunda japonica Thunb.	77117634-1	HF ME	[3, 4]	Osmundaceae	676
Osmunda regalis L.	305721-2	EU GS HF MA ME PO	[1, 2, 4, 8, 11]	Osmundaceae	676
Osmundastrum cinnamomeum (L.) C.Presl	60447721-2	EU ME	[3, 4]	Osmundaceae	676
Osmundastrum claytonianum (L.) Tagawa	177129-2	EU ME	[4]	Osmundaceae	676
Asplenium achalense Hieron.	22178-2	ME	[4]	Aspleniaceae	676
Asplenium acrobryum Christ	17239480-1	HF ME	[4, 5]	Aspleniaceae	676
Asplenium adiantum-nigrum L.	17038650-1	EU ME	[1, 3, 4, 11]	Aspleniaceae	676
Asplenium aethiopicum (Burm.f.) Becherer	17370980-1	EU ME	[4, 8]	Aspleniaceae	676
Asplenium affine Sw.	17038750-1	HF	[5]	Aspleniaceae	676
Asplenium africanum Desv.	17038780-1	EU MA SU	[8, 11]	Aspleniaceae	676
Asplenium athyrioides Fée	17039480-1	ME	[4]	Aspleniaceae	676
Asplenium auritum Sw.	22222-2	ME	[4]	Aspleniaceae	676
Asplenium bulbiferum G.Forst.	17040420-1	GS ME	[3, 4]	Aspleniaceae	676
Asplenium caudatum G.Forst.	17040750-1	ME	[4]	Aspleniaceae	676
Asplenium ceterach L.	17040860-1	ME	[4]	Aspleniaceae	676
Asplenium cordatum (Thunb.) Sw.	17041330-1	GS ME	[4, 9]	Aspleniaceae	676
Asplenium crinicaule Hance	17041600-1	ME	[4]	Aspleniaceae	676
Asplenium cuneatum Lam.	328699-2	ME	[4, 11]	Aspleniaceae	676
Asplenium cymbifolium Christ	17239910-1	HF ME	[4, 5]	Aspleniaceae	676
Asplenium daucifolium Lam.	17042010-1	EU		Aspleniaceae	676
Asplenium ebenoides R.R.Scott	17428720-1	EU	[3]	Aspleniaceae	676
Asplenium falcatum Lam.	17043230-1	ME	[4]	Aspleniaceae	676
Asplenium flabellifolium Cav.	17043580-1	ME	[4]	Aspleniaceae	676
Asplenium formosum Willd.	22417-2	EU	[11]	Aspleniaceae	676
Asplenium gemmiferum Schrad.	17044160-1	ME	[4, 11]	Aspleniaceae	676
Asplenium hemitomum Hieron.	17240260-1	EU	[11]	Aspleniaceae	676
Asplenium kaulfussii Schltdl.	17045650-1	ME	[4]	Aspleniaceae	676
Asplenium laciniatum D.Don	17045760-1	ME	[4]	Aspleniaceae	676
Asplenium laserpitiifolium Lam.	17045900-1	HF ME	[4, 5]	Aspleniaceae	676
Asplenium lobulatum Mett.	17046300-1	ME	[4]	Aspleniaceae	676
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	17046770-1	ME	[4, 5, 7]		677
Asplenium marinum L.	17046950-1	ME	[4]		677
Asplenium monanthes L.	22558-2	ME	[4, 11]		677
Asplenium montanum Willd.	17047600-1	ME	[4]		677
Asplenium musifolium Mett.	17047840-1	EU	[5]		677
Asplenium nidus L.	17048040-1	EU HF MA ME SU	[3, 4, 5, 7, 8]		677
Asplenium nigripes (Fée ex T.Moore) Hook.	1047660-2	ME	[4]		677
Asplenium normale D.Don	17048230-1	ME	[4]		677
Asplenium obtusatum G.Forst.	17048360-1	ME	[4]		677
Asplenium oligophlebium Baker	17048570-1	ME	[4]		677
Asplenium phyllitidis D.Don	17304290-1	ME	[4]		677
Asplenium platyneuron (L.) Britton, Sterns & Poggenb.	1207931-2	EU ME	[3, 4]		677
Asplenium polyodon G.Forst.	17049370-1	ME	[1, 4]		677
Asplenium praemorsum Sw.	328509-2	ME	[4]		677
Asplenium radicans L.	22662-2	EU ME	[3, 4]		677
Asplenium rhizophyllum L.	17050470-1	ME	[4]		677
Asplenium ruta-muraria L.	311563-2	ME	[4]		677
Asplenium rutifolium (P.J.Bergius) Kunze	17050690-1	ME	[4]		677
Asplenium scolopendrium L.	30216020-2	ME	[3, 4]		677
Asplenium scolopendropsis F.Muell.	17051190-1	HF	[5]		677
Asplenium septentrionale (L.) Hoffm.	304469-2	ME	[4]		677
Asplenium trichomanes L.	310197-2	EU ME	[2, 3, 4]		677
Asplenium variabile Hook.	17053310-1	ME	[4]		677
Asplenium viride Huds.	17053570-1	ME	[4]		677
Asplenium yoshinagae Makino	324069-2	ME	[4]		677
Athyrium asplenioides Desv.	17054310-1	ME	[4]		677
Athyrium cyclosorum (Rupr.) Maxon	17054720-1	ME	[4]		677
Athyrium falcatum Bedd.	17054950-1	ME	[4]		677
Athyrium filix-femina (L.) Roth	30055316-2	EU ME	[1, 3, 4]		677
Athyrium hohenackerianum (Kunze) T.Moore	17055370-1	ME	[4]		677
Athyrium niponicum (Mett.) Hance	17055840-1	EU			677
Athyrium otophorum (Miq.) Koidz.	17306750-1	EU	[3]		677
Athyrium puncticaule (Blume) T.Moore	17056170-1	ME	[4]		677
Blechnum brasiliense Desv.	17058320-1	EU	[3]		677
Blechnum cordatum (Desv.) Hieron.	33533-2	ME	[4]		677
Blechnum cyatheoides (Kaulf.) Christenh.	77182205-1	EU ME	[4]		677
Blechnum hastatum Kaulf.	17059160-1	ME	[4]		677
Blechnum magellanicum (Desv.) Mett.	17059600-1	ME	[4]		677
Blechnum occidentale L.	33632-2	ME	[4]		677
Blechnum orientale L.	17059900-1	EU HF MA ME	[3, 4, 5, 7]		677
Blechnum penna-marina (Poir.) Kuhn	17059990-1	EU ME	[3, 4]		677
Blechnum punctulatum Sw.	17060130-1	ME	[4]		677
Blechnum spicant (L.) Roth	30079143-2	EU ME	[3, 4]		677
Blechnum vittatum Brack.	17060740-1	HF			677
Cystopteris bulbifera (L.) Bernh.	17076360-1	EU	[3]		677
Cystopteris fragilis (L.) Bernh.	30013429-2	EU GS HF ME	[4, 8]		677
Cystopteris protrusa (Weath.) Blasdell	75699-2	ME	[4]		677
Deparia petersenii (Kunze) M.Kato	17554430-1	EU	[3]		677
Diplazium arnottii Brack.	17085810-1	ME	[4]		677
Diplazium cordifolium Blume	17086370-1	HF MA ME	[4, 5]		677
Diplazium decompositum (Copel.) Parris	17534230-1	HF MA	[5]		677
Diplazium esculentum (Retz.) Sw.	17086810-1	AF EU HF ME	[3, 4, 5, 7]		677
Diplazium latilobum (Copel.) Parris	17557240-1	HF SU	[5]		677
Diplazium maximum (D.Don) C.Chr.	17087800-1	ME	[4]		677
Diplazium melanocaulon Brack.	17087820-1	ME	[4]		677
Diplazium polypodioides Blume	17088250-1	HF	[4, 5]		677
Diplazium proliferum (Lam.) Thouars	17088350-1	EU HF MA	[3, 5, 7, 8, 11]		677
Diplazium pseudosylvaticum Panigrahi	17435850-1	HF	[5]		677
Diplazium spinulosum Blume	17088870-1	HF	[5]		677
Diplazium stoliczkae Bedd.	17088920-1	ME	[4]		677
Gymnocarpium disjunctum (Rupr.) Ching	17440270-1	ME	[4]		677
Gymnocarpium dryopteris (L.) Newman	17112110-1	EU ME	[1, 3, 4]		677
Gymnocarpium robertianum (Hoffm.) Newman	17112130-1	ME	[4]		677
Hymenasplenium obtusifolium (L.) L.Regalado & Prada	60458652-2	ME	[4]		677
Hymenasplenium unilaterale (Lam.) Hayata	60455047-2	EU			678
Macrothelypteris torresiana (Gaudich.) Ching	1019960-2	EU	[3]		678
Onoclea pensylvatica Sm.	17343440-1	ME	[4]		678
Onoclea sensibilis L.	281589-2	EU ME PO	[3, 4]		678
Onoclea struthiopteris Roth	17275510-1	HF ME	[4]		678
Phegopteris decursive-pinnata (H.C.Hall) Fée	17172830-1	EU			678
Phegopteris fijiensis (K.U.Kramer & E.Zogg) Christenh.	77182491-1	ME	[4]		678
Stenochlaena milnei Underw.	77186412-1	HF	[5]		678
Stenochlaena palustris (Burm.f.) Bedd.	17223880-1	EU HF MA ME SU	[3, 4, 5, 7, 11]		678
Thelypteris acuminata (Houtt.) C.V.Morton	17421260-1	ME	[4]		678
Thelypteris alatella (Christ) C.F.Reed	17456200-1	HF			678
Thelypteris arbuscula (Willd.) K.Iwats.	17456410-1	HF			678
Thelypteris arida (D.Don) Morton	17421340-1	EU ME SU	[4]		678
Thelypteris auriculata (J.Sm.) K.Iwats.	17456610-1	ME	[4]		678
Thelypteris callosa (Blume) K.Iwats.	17457020-1	ME	[4]		678
Thelypteris caudipinna Ching	17421590-1	ME	[4]		678
Thelypteris confluens (Thunb.) C.V.Morton	17457280-1	ME	[4]		678
Thelypteris crinipes (Hook.) K.Iwats.	17457430-1	ME	[4]		678
Thelypteris daymaniana (Holttum) Christenh.	77183101-1	ME	[4]		678
Thelypteris dentata (Forssk.) E.P.St.John	251308-2	MA ME PO	[4]		678
Thelypteris erubescens (Wall. ex Hook.) Ching	17421950-1	ME	[4]		678
Thelypteris esquirolii (Christ) Ching	17421960-1	ME	[4]		678
Thelypteris forsteri C.V.Morton	17458200-1	ME SU	[4]		678
Thelypteris gongylodes (Schkuhr) Small	251353-2	GS HF ME	[4]		678
Thelypteris gracilescens (Blume) Ching	17422140-1	ME	[4]		678
Thelypteris harveyi (Mett.) Proctor ex K.Iwats.	17458560-1	ME	[4]		678
Thelypteris hastatopinnata (Brause) C.F.Reed	17458570-1	MA ME	[4]		678
Thelypteris heterocarpos (Blume) Morton	17422270-1	AF EU GS HF ME PO SU	[4]		678
Thelypteris immersa (Blume) Ching	17458860-1	ME	[4]		678
Thelypteris interrupta (Willd.) K.Iwats.	17458930-1	HF MA ME	[4]		678
Thelypteris lakhimpurensis (Rosenst.) K.Iwats.	17459130-1	ME	[4]		678
Thelypteris latipinna (Benth.) K.Iwats.	17459200-1	ME	[4]		678
Thelypteris limbosperma (All.) H.P.Fuchs	17422490-1	EU	[3]		678
Thelypteris normalis (C.Chr.) Moxley	252203-2	ME	[4]		678
Thelypteris noveboracensis (L.) Nieuwl.	252205-2	EU	[3]		678
Thelypteris nudata (Roxb.) C.V.Morton	17460270-1	ME	[4]		678
Thelypteris oppositifolia (Hook.) C.F.Reed	17460380-1	ME	[4]		678
Thelypteris opulenta (Kaulf.) Fosberg	17460390-1	ME	[4]		678
Thelypteris palustris Schott	17226930-1	ME	[4]		678
Thelypteris papuana (Holttum) Christenh.	77183272-1	HF			678
Thelypteris parasitica (L.) Tardieu	1160951-2	ME	[4]		678
Thelypteris prolifera (Retz.) C.F.Reed	17460930-1	EU HF ME	[4]		678
Thelypteris protecta (Copel.) C.F.Reed	17460950-1	HF			678
Thelypteris semisagittata (Roxb.) C.V.Morton	17461620-1	ME	[4]		678
Thelypteris sogerensis (Gepp) C.F.Reed	17461780-1	HF			678
Thelypteris subpubescens (Blume) K.Iwats.	17462110-1	HF			678
Thelypteris superba (Brause) C.F.Reed	17462160-1	MA SU			678
Thelypteris telefominica (Holttum) Christenh.	77183435-1	MA			678
Thelypteris tenera (Roxb.) C.V.Morton ex Fraser-Jenk.	77100274-1	ME	[4]		678
Thelypteris truncata (Poir.) K.Iwats.	252381-2	HF			678
Thelypteris unita (L.) Morton	17423900-1	MA ME	[4]		678
Woodsia ilvensis (L.) R.Br.	17234860-1	ME	[4]		678
Woodsia mexicana Fée	269095-2	ME	[4]		678
Woodsia neomexicana Windham	301261-2	ME	[4]		678
Woodsia polystichoides D.C.Eaton	17235070-1	EU	[3]		678
Woodsia scopulina D.C.Eaton	17235160-1	ME	[4]		678
Woodwardia areolata (L.) T.Moore	17235260-1	EU	[3]		678
Woodwardia japonica (L.f.) Sm.	17235430-1	ME	[3, 4]		678
Woodwardia radicans (L.) Sm.	17235500-1	EU ME	[3, 4]		678
Woodwardia unigemmata (Makino) Nakai	17365530-1	EU ME	[3, 4]		678
Woodwardia virginica (L.) Sm.	17235550-1	EU	[3]		678
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	17318160-1	AF MA ME	[4, 5]		679
Blotiella currorii (Hook.) R.M.Tryon	17430910-1	ME	[4]	Dennstaedtiaceae	679
Dennstaedtia appendiculata (Wall. ex Hook.) J.Sm.	17081400-1	ME	[4]	Dennstaedtiaceae	679
Dennstaedtia cicutaria (Sw.) T.Moore	17081410-1	EU	[3]	Dennstaedtiaceae	679
Dennstaedtia penicillifera Alderw.	17319600-1	HF ME	[4, 5]	Dennstaedtiaceae	679
Dennstaedtia punctilobula (Michx.) T.Moore	30045598-2	EU ME	[3, 4]	Dennstaedtiaceae	679
Dennstaedtia scandens (Blume) Moore	17081970-1	HF	[5]	Dennstaedtiaceae	679
Hypolepis punctata (Thunb.) Mett.	17126700-1	ME	[4, 7]	Dennstaedtiaceae	679
Hypolepis repens (L.) C.Presl	1031307-2	ME	[4]	Dennstaedtiaceae	679
Microlepia puberula Alderw.	17286350-1	ME	[4]	Dennstaedtiaceae	679
Microlepia setosa (Sm.) Alston	17341100-1	ME	[4]	Dennstaedtiaceae	679
Microlepia speluncae (L.) T.Moore	1198545-2	EU HF ME	[3, 4, 5, 7]	Dennstaedtiaceae	679
Microlepia strigosa (Thunb.) C.Presl	17148930-1	PO	[7]	Dennstaedtiaceae	679
Pteridium aquilinum (L.) Kuhn	17210060-1	AF GS HF MA ME PO SU	[1, 3, 4, 5, 7,	Dennstaedtiaceae	679
Pteridium caudatum Maxon	213799-2	ME PO	[3, 4]	Dennstaedtiaceae	679
Pteridium esculentum (G.Forst.) Cockayne	17415070-1	ME PO	[3, 4]	Dennstaedtiaceae	679
Pteridium latiusculum Hieron.	213801-2	ME	[4]	Dennstaedtiaceae	679
Pteridium pubescens (Underw.) Christenh.	77181984-1	ME	[4]	Dennstaedtiaceae	679
Lindsaea cultrata (Willd.) Sw.	17134600-1	ME	[4]	Lindsaeaceae	679
Lindsaea repens (Bory) Thwaites	17136220-1	EU ME SU	[4, 5]	Lindsaeaceae	679
Lindsaea tenuifolia Blume	17136550-1	AF SU	[5]	Lindsaeaceae	679
Odontosoria chinensis (L.) J.Sm.	17165080-1	EU MA ME SU	[3, 4, 5]	Lindsaeaceae	679
Lonchitis occidentalis Baker	17141830-1	ME	[4]	Lonchitidaceae	679
Arthropteris palisotii (Desv.) Alston	17370240-1	ME SU	[4, 5, 11]	Polypodiaceae	679
Bolbitis gaboonensis (Hook.) C.Chr.	77186466-1	ME	[4, 11]	Polypodiaceae	679
Bolbitis heteroclita (C.Presl) Ching	17308340-1	AF EU SU	[3, 5]	Polypodiaceae	679
Bolbitis subcrenata (Hook. & Grev.) Ching	17308780-1	ME	[4]	Polypodiaceae	679
Campyloneurum angustifolium Fée	17063000-1	EU ME	[1, 3, 4]	Polypodiaceae	679
Campyloneurum crassifolium (L.) Christenh.	77183236-1	EU ME	[4]	Polypodiaceae	679
Campyloneurum densifolium (Hieron.) Lellinger	274004-2	ME	[4]	Polypodiaceae	679
Campyloneurum phyllitidis C.Presl	17063380-1	EU ME	[3, 4]	Polypodiaceae	679
C.Presl	17075960-1	EU ME	[3, 4]	Polypodiaceae	679
Cyrtomium falcatum (L.f.) C.Presl	17268360-1	EU	[3]	Polypodiaceae	679
Cyrtomium fortunei J.Sm.	17075980-1	ME	[4]	Polypodiaceae	679
Davallia canariensis (L.) Sm.	17078300-1	EU	[3]	Polypodiaceae	679
Davallia denticulata (Burm.) Mett.	17078640-1	EU MA PO	[5, 7, 8, 11]	Polypodiaceae	679
Davallia parvula Wall.	17080020-1	ME	[4]	Polypodiaceae	679
Davallia pectinata Sm.	17080040-1	EU	[3]	Polypodiaceae	679
Davallia solida (G.Forst.) Sw.	17080730-1	ME	[4, 5]	Polypodiaceae	679
Davallia trichomanoides Blume	324087-2	EU ME	[4]	Polypodiaceae	679
Davallodes pulchra (D.Don) M.Kato & Tsutsumi	77090970-1	ME	[4]	Polypodiaceae	679
Didymochlaena truncatula (Sw.) J.Sm.	17084790-1	EU ME	[3, 4]	Polypodiaceae	679
Drynaria baronii Diels	17090920-1	ME	[4]	Polypodiaceae	679
Drynaria bonii Christ	17246960-1	ME	[4]	Polypodiaceae	679
Drynaria coronans J.Sm.	17091030-1	EU ME	[4]	Polypodiaceae	679
Drynaria drynarioides (Hook.) Christenh.	77150557-1	HF MA SU	[5]	Polypodiaceae	679
Drynaria heracleum T.Moore	17091270-1	ME	[4]	Polypodiaceae	679
Drynaria laurentii (Christ) Hieron.	17247010-1	EU MA SU	[8, 11]	Polypodiaceae	679
Drynaria mollis Bedd.	17091490-1	ME	[4]	Polypodiaceae	679
Drynaria propinqua (Wall. ex Mett.) J.Sm. ex Bedd.	1113831-2	ME	[4]	Polypodiaceae	679
Drynaria quercifolia (L.) J.Sm.	17091780-1	EU HF ME	[1, 3, 4, 5, 7]	Polypodiaceae	679
Drynaria rigidula (Sw.) Bedd.	17091820-1	EU MA ME SU	[3, 4, 5, 7]		680
Drynaria roosii Nakaike	17560360-1	ME	[1, 4]		680
Drynaria sparsisora (Desv.) T.Moore	17091910-1	EU HF MA ME	[3, 4, 5, 7]		680
Dryopteris aemula (Aiton) Kuntze	17092290-1	ME	[4]		680
Dryopteris arguta (Kaulf.) Watt	17323600-1	ME	[4]		680
Dryopteris athamantica (Kunze) Kuntze	17092760-1	ME	[1, 4, 11]		680
Dryopteris barbigera (Hook.) Kuntze	17092830-1	ME	[4]		680
Dryopteris blanfordii (C.Hope) C.Chr.	17093020-1	ME	[4]		680
Dryopteris borreri Newman	17093090-1	ME	[4]		680
Dryopteris campyloptera Clarkson	84600-2	ME	[4]		680
Dryopteris carthusiana (Vill.) H.P.Fuchs	17390210-1	EU ME	[1, 3, 4]		680
Dryopteris caucasica (A.Braun) Fraser-Jenk. & Corley	17436460-1	EU	[3]		680
Dryopteris chrysocoma (Christ) C.Chr.	17093600-1	ME	[1, 4]		680
Dryopteris cochleata (D.Don) C.Chr.	1002170-2	ME	[4]		680
Dryopteris crassirhizoma Nakai	17324570-1	ME	[1, 3, 4]		680
Dryopteris cristata (L.) A.Gray	17093920-1	EU ME	[3, 4]		680
Dryopteris cycadina (Franch. & Sav.) C.Chr.	17094050-1	EU	[3]		680
Dryopteris dilatata (Hoffm.) A.Gray	30117034-2	EU	[3]		680
Dryopteris erythrosora (D.C.Eaton) Kuntze	17094660-1	EU	[3]		680
Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy	84669-2	ME	[4]		680
Dryopteris filix-mas (L.) Schott	30345915-2	EU ME PO	[1, 3, 4, 5]		680
Dryopteris fragrans (L.) Schott	17095220-1	EU	[3]		680
Dryopteris immixta Ching	17549190-1	ME	[4]		680
Dryopteris inaequalis (Schltdl.) Kuntze	17096170-1	ME	[4]		680
Dryopteris intermedia A.Gray	17096230-1	EU	[3]		680
Dryopteris juxtaposita Christ	17248610-1	ME	[4]		680
Dryopteris marginalis (L.) A.Gray	30064660-2	EU ME	[1, 3, 4]		680
Dryopteris marginata (C.B.Clarke) Christ	17248980-1	ME	[4]		680
Dryopteris mindshelkensis N.Pavl.	17391520-1	EU	[3]		680
Dryopteris nodosa (C.Presl) Li Bing Zhang	77124090-1	HF ME	[4, 5]		680
Dryopteris pentheri (Krasser) C.Chr.	17098580-1	ME	[4]		680
Dryopteris peranema Li Bing Zhang	77124108-1	ME	[4]		680
Dryopteris sieboldii (Van Houtte) Kuntze	17100120-1	EU HF	[3]		680
Dryopteris sparsa (D.Don) Kuntze	17100280-1	HF ME	[4, 5]		680
Dryopteris uniformis (Makino) Makino	17250500-1	EU	[3]		680
Dryopteris varia (L.) Kuntze	17101450-1	EU	[3]		680
Dryopteris wallichiana (Spreng.) Hyl.	17392950-1	EU ME	[3, 4]		680
Elaphoglossum conforme (Sw.) Schott	17102790-1	ME	[4]		680
Elaphoglossum gayanum (Fée) T.Moore	17103530-1	ME	[4]		680
Elaphoglossum lancifolium (Desv.) C.V.Morton	17437590-1	ME	[4]		680
Elaphoglossum metallicum Mickel	276374-2	EU	[3]		680
Elaphoglossum petiolatum Urb.	89270-2	ME	[4]		680
Goniophlebium amoenum (Wall. ex Mett.) Bedd.	17108200-1	ME	[4]		680
Goniophlebium lachnopus (Wall. ex Hook.) J.Sm.	17108890-1	ME	[4]		680
Goniophlebium subauriculatum (Blume) C.Presl	17109510-1	EU MA ME	[4, 5]		680
Grammitis frigida (Ridl.) Copel.	17395530-1	SU			680
Grammitis pendens (Rosenst.) Christenh.	77182804-1	MA			680
Lecanopteris sinuosa Copel.	17336423-1	ME	[4, 5]		680
Lemmaphyllum accedens (Blume) Donk	17402010-1	EU	[5]		680
Lemmaphyllum carnosum (Wall. ex Hook.) C.Presl	17336470-1	ME	[4]		680
Lepisorus mucronatus (Fée) Li Wang	77103596-1	EU ME	[4, 5]		680
Lepisorus thunbergianus (Kaulf.) Ching	17336830-1	ME	[4]		680
Leptochilus decurrens Blume	17132550-1	ME	[4]		680
Leptochilus macrophyllus (Blume) Noot.	17568190-1	HF	[5]		680
Leptochilus pteropus (Blume) Fraser-Jenk.	77100141-1	EU HF ME	[3, 4]		680
Lomagramma leucolepis Holttum	17442680-1	HF MA	[5]		680
Lomagramma sinuata C.Chr.	17339410-1	HF	[5]		680
Lomagramma sumatrana Alderw.	17339430-1	ME	[4]		680
Lomariopsis guineensis (Underw.) Alston	17403330-1	GS HF ME SU	[4, 8, 11]		680
Lomariopsis hederacea Alston	17403340-1	ME SU	[4, 11]		680
Lomariopsis japurensis (C.Mart.) J.Sm.	17442740-1	ME	[1, 4]		680
Lomariopsis sorbifolia (L.) Fée	1211715-2	ME	[4]		680
Lomariopsis tenuifolia Christ	17141570-1	EU GS HF ME	[4]		681
Loxogramme involuta (D.Don) C.Presl	1099825-2	ME SU	[4, 5, 7]		681
Megalastrum spectabile (Kaulf.) A.R.Sm. & R.C.Moran	280672-2	ME	[4]		681
Microgramma lycopodioides (L.) Copel.	160142-2	ME	[4]		681
Microgramma mortoniana de la Sota	160145-2	ME	[4]		681
Microgramma nitida (J.Sm.) A.R.Sm.	17444940-1	ME	[4]		681
Microgramma percussa (Cav.) de la Sota	17546710-1	ME	[4]		681
Microgramma squamulosa (Kaulf.) de la Sota	160150-2	ME	[4]		681
Microgramma vacciniifolia (Langsd. & Fisch.) Copel.	17406250-1	ME	[4]		681
Microsorum linguiforme Copel.	17341210-1	HF SU	[5]		681
Microsorum membranaceum (D.Don) Ching	1104566-2	ME	[4]		681
